Id,SalePrice
1750,146163.5
1751,265885.18
1752,117983.5
1753,153968.85
1754,220799.48
1755,161748.5
1756,114891.92
1757,119153.91
1758,129469.21
1759,161578.14
1760,147556.75
1761,144682.0
1762,165816.64
1763,165558.66
1764,116188.08
1765,167264.55
1766,165944.82
1767,207980.87
1768,132083.0
1769,168773.71
1770,139364.5
1771,126951.75
1772,142194.75
1773,133887.0
1774,120855.0
1775,128631.25
1776,128614.82
1777,109188.5
1778,124098.99
1779,127529.06
1780,171868.05
1781,127997.0
1782,97465.85
1783,128639.08
1784,92821.99
1785,118317.1
1786,138528.64
1787,171981.3
1788,63313.0
1789,108029.8
1790,72648.11
1791,170606.53
1792,158599.75
1793,134880.0
1794,135963.5
1795,139166.25
1796,138902.25
1797,112387.02
1798,122338.75
1799,111596.43
1800,128035.74
1801,138265.86
1802,147183.68
1803,150726.03
1804,133654.5
1805,133368.15
1806,123057.42
1807,139866.74
1808,128090.52
1809,133967.99
1810,147556.18
1811,122856.0
1812,119152.6
1813,124623.0
1814,87079.35
1815,57667.99
1816,103830.76
1817,109443.09
1818,136908.79
1819,124840.54
1820,70380.0
1821,133183.59
1822,144380.09
1823,68518.33
1824,144511.5
1825,152923.87
1826,103336.3
1827,109719.95
1828,139544.87
1829,105290.86
1830,138974.55
1831,197946.15
1832,117339.58
1833,138422.74
1834,136511.69
1835,172161.15
1836,137969.52
1837,90350.44
1838,136351.13
1839,81277.0
1840,157759.9
1841,130417.58
1842,92750.0
1843,135585.25
1844,139191.1
1845,152559.95
1846,144740.0
1847,161601.47
1848,62164.43
1849,135358.09
1850,120481.0
1851,167058.0
1852,126290.5
1853,125463.58
1854,166227.39
1855,160249.99
1856,218382.03
1857,165164.17
1858,145932.4
1859,120481.13
1860,139846.0
1861,121352.55
1862,295389.69
1863,288382.89
1864,288382.89
1865,337361.47
1866,343996.02
1867,253759.06
1868,284149.97
1869,194704.73
1870,230398.93
1871,256176.72
1872,172076.73
1873,210146.0
1874,132192.5
1875,201470.97
1876,189784.22
1877,193283.86
1878,220666.65
1879,127541.1
1880,126118.6
1881,228118.98
1882,272399.04
1883,200862.53
1884,222880.77
1885,258756.51
1886,268824.86
1887,184342.62
1888,260195.87
1889,164351.46
1890,125228.54
1891,137724.27
1892,114206.74
1893,126958.97
1894,122192.15
1895,148565.0
1896,129709.83
1897,117556.33
1898,118360.0
1899,137994.41
1900,148708.14
1901,146622.25
1902,118680.54
1903,242102.46
1904,126036.75
1905,179283.5
1906,158241.31
1907,185318.02
1908,106245.5
1909,121947.2
1910,120163.83
1911,197120.0
1912,266140.35
1913,147998.08
1914,79216.33
1915,328320.71
1916,75521.11
1917,264411.72
1918,133992.5
1919,160951.25
1920,156214.31
1921,368260.57
1922,304467.23
1923,203932.59
1924,209488.99
1925,240355.71
1926,356319.51
1927,132744.75
1928,153623.21
1929,125939.5
1930,137322.0
1931,129900.1
1932,130781.85
1933,166025.14
1934,177099.72
1935,174825.68
1936,185275.35
1937,193049.14
1938,159278.5
1939,266824.4
1940,195268.21
1941,178853.4
1942,190113.6
1943,199935.2
1944,312091.19
1945,339515.03
1946,161100.32
1947,328237.28
1948,165025.4
1949,239655.12
1950,174644.72
1951,241592.18
1952,226653.02
1953,152999.2
1954,239046.81
1955,126798.0
1956,282118.66
1957,175520.0
1958,279144.41
1959,140543.95
1960,116621.34
1961,118666.83
1962,88536.0
1963,96432.0
1964,107632.73
1965,146156.19
1966,145423.79
1967,259384.66
1968,357286.54
1969,357957.36
1970,416822.98
1971,433390.87
1972,363265.77
1973,261684.08
1974,286254.29
1975,437102.75
1976,262190.32
1977,332492.24
1978,351690.75
1979,351044.06
1980,196928.79
1981,327635.16
1982,216412.14
1983,213445.39
1984,165036.35
1985,189540.32
1986,199485.57
1987,191334.97
1988,184145.22
1989,196622.5
1990,219063.59
1991,216106.31
1992,215470.84
1993,175989.03
1994,253650.31
1995,191349.0
1996,256404.68
1997,336089.17
1998,308663.61
1999,240697.54
2000,296076.03
2001,260764.9
2002,230732.5
2003,250962.26
2004,240749.5
2005,232703.79
2006,233937.39
2007,268842.06
2008,214603.36
2009,195510.0
2010,195081.98
2011,161014.75
2012,184157.94
2013,183456.67
2014,189801.82
2015,197178.28
2016,189307.32
2017,207471.9
2018,120506.08
2019,128436.83
2020,118761.5
2021,114328.7
2022,182789.99
2023,150216.19
2024,209916.64
2025,419622.41
2026,170032.08
2027,147338.23
2028,155778.5
2029,173404.68
2030,293750.99
2031,282678.47
2032,293724.24
2033,279567.39
2034,163596.82
2035,206390.98
2036,193221.33
2037,192450.72
2038,380612.81
2039,219142.57
2040,436237.52
2041,276854.56
2042,214260.28
2043,158720.9
2044,176398.0
2045,224206.2
2046,131774.18
2047,146465.93
2048,130966.5
2049,132374.42
2050,181887.85
2051,118660.43
2052,126252.75
2053,137461.5
2054,74019.22
2055,141387.84
2056,147950.75
2057,116014.36
2058,221484.75
2059,120094.5
2060,159351.03
2061,174751.5
2062,126028.5
2063,116865.93
2064,125520.68
2065,116231.43
2066,189967.22
2067,143320.0
2068,131453.55
2069,100098.95
2070,117119.25
2071,84663.71
2072,138643.51
2073,130783.15
2074,175304.98
2075,142972.75
2076,117526.83
2077,140515.71
2078,124026.5
2079,124816.25
2080,124680.3
2081,123284.5
2082,130506.0
2083,137958.08
2084,118238.0
2085,121354.87
2086,148356.51
2087,130509.68
2088,114967.24
2089,84340.04
2090,143769.39
2091,132037.77
2092,133493.39
2093,139009.69
2094,146453.25
2095,148951.0
2096,107834.0
2097,104440.97
2098,140099.0
2099,60833.44
2100,131692.37
2101,136385.71
2102,153116.37
2103,111833.25
2104,125740.12
2105,144718.37
2106,78265.11
2107,258973.94
2108,125012.25
2109,121971.02
2110,123412.51
2111,162336.45
2112,143562.98
2113,124346.0
2114,119751.41
2115,152842.0
2116,116733.9
2117,141573.07
2118,118796.5
2119,107091.01
2120,112384.54
2121,94075.42
2122,83388.25
2123,113980.3
2124,206893.29
2125,124131.0
2126,140973.95
2127,150890.28
2128,128457.06
2129,100985.0
2130,148918.21
2131,154875.82
2132,116738.26
2133,111834.75
2134,120903.58
2135,106361.8
2136,94037.0
2137,124140.35
2138,129641.8
2139,147170.0
2140,133466.61
2141,140895.62
2142,126009.0
2143,132639.83
2144,110341.82
2145,134266.75
2146,163496.08
2147,149317.96
2148,124863.76
2149,127502.0
2150,228818.65
2151,132900.35
2152,167660.82
2153,156406.0
2154,122882.0
2155,147994.45
2156,205938.8
2157,227047.5
2158,251149.99
2159,239359.37
2160,171595.01
2161,263392.28
2162,433755.57
2163,355609.12
2164,252627.92
2165,181336.7
2166,131373.5
2167,187969.39
2168,203770.65
2169,187479.1
2170,215447.49
2171,144950.0
2172,133955.25
2173,168250.05
2174,247208.36
2175,306702.44
2176,270346.01
2177,259265.95
2178,221079.84
2179,141441.52
2180,191097.55
2181,192979.97
2182,218183.58
2183,196072.47
2184,133956.25
2185,138365.25
2186,130349.0
2187,141904.75
2188,157002.19
2189,215915.85
2190,98618.93
2191,100819.93
2192,102466.66
2193,113474.75
2194,123742.71
2195,98561.06
2196,120954.68
2197,112135.93
2198,153243.69
2199,169351.0
2200,125047.87
2201,128942.5
2202,195601.9
2203,140452.51
2204,162640.38
2205,113261.29
2206,125013.0
2207,211814.0
2208,248845.2
2209,168807.28
2210,107726.5
2211,116180.0
2212,118468.5
2213,117286.0
2214,153978.4
2215,113430.6
2216,134497.94
2217,90353.69
2218,111630.28
2219,85318.54
2220,72783.33
2221,331000.5
2222,222830.89
2223,257941.27
2224,209550.48
2225,145858.87
2226,177055.25
2227,194960.02
2228,245766.07
2229,230702.89
2230,159914.88
2231,197788.87
2232,189000.24
2233,173137.6
2234,255609.24
2235,198709.28
2236,270638.95
2237,308592.99
2238,193557.79
2239,122333.25
2240,165186.32
2241,130392.59
2242,126863.0
2243,142505.61
2244,91630.0
2245,86408.0
2246,133496.84
2247,112329.5
2248,122708.5
2249,129323.0
2250,121362.0
2251,128727.81
2252,181118.5
2253,163239.55
2254,182841.4
2255,182762.72
2256,182402.8
2257,194718.04
2258,176993.63
2259,184578.4
2260,143686.08
2261,185938.36
2262,194902.74
2263,316303.34
2264,433112.87
2265,159037.46
2266,286742.42
2267,359887.29
2268,389622.82
2269,164188.68
2270,179653.71
2271,207947.21
2272,202856.7
2273,160033.0
2274,169513.26
2275,150983.13
2276,157053.0
2277,173247.0
2278,157034.16
2279,126216.6
2280,119589.84
2281,174984.01
2282,171404.02
2283,101518.04
2284,109293.99
2285,146800.82
2286,126060.35
2287,334989.18
2288,265084.44
2289,346274.98
2290,420322.45
2291,303378.98
2292,417384.61
2293,428805.52
2294,419224.16
2295,444343.26
2296,326628.4
2297,272760.32
2298,337013.92
2299,363545.57
2300,299912.2
2301,247085.84
2302,230164.67
2303,241906.05
2304,232897.54
2305,178559.71
2306,178755.01
2307,185822.67
2308,232404.31
2309,290208.14
2310,217543.34
2311,179099.7
2312,175111.33
2313,172502.15
2314,181513.87
2315,171085.25
2316,191666.03
2317,174782.05
2318,169458.51
2319,177763.54
2320,187309.1
2321,241485.53
2322,177294.62
2323,173729.92
2324,162926.02
2325,222191.66
2326,163085.57
2327,211949.0
2328,228058.89
2329,181560.15
2330,182050.5
2331,326569.94
2332,432343.34
2333,312245.32
2334,264796.06
2335,249034.13
2336,292110.53
2337,203409.24
2338,255876.27
2339,253052.92
2340,371162.41
2341,234945.85
2342,242670.02
2343,224213.45
2344,246594.11
2345,232128.95
2346,229667.52
2347,195005.92
2348,232942.34
2349,163507.48
2350,248130.42
2351,258923.42
2352,263842.56
2353,208684.2
2354,141056.0
2355,175800.39
2356,126367.0
2357,221877.43
2358,198800.5
2359,139510.3
2360,119792.5
2361,132409.75
2362,271297.04
2363,128303.37
2364,147680.25
2365,212882.85
2366,187620.71
2367,229879.42
2368,185155.02
2369,230869.24
2370,169975.65
2371,174098.4
2372,189074.0
2373,264349.7
2374,282145.69
2375,253337.25
2376,253094.38
2377,314335.21
2378,149484.75
2379,180931.5
2380,137462.25
2381,153140.59
2382,212783.22
2383,223197.44
2384,242486.45
2385,143327.5
2386,138994.5
2387,128820.34
2388,111571.18
2389,117952.5
2390,139676.09
2391,123671.91
2392,119487.08
2393,163103.8
2394,135171.02
2395,199433.0
2396,149830.0
2397,204690.4
2398,119873.0
2399,61269.1
2400,59802.55
2401,123257.0
2402,128112.75
2403,132045.05
2404,153056.09
2405,155240.25
2406,132483.5
2407,118789.34
2408,132297.83
2409,125167.5
2410,162885.98
2411,115254.0
2412,152868.24
2413,125727.0
2414,138271.25
2415,128441.9
2416,123116.18
2417,127536.54
2418,129998.5
2419,125948.12
2420,116722.83
2421,155364.82
2422,110549.31
2423,138768.45
2424,164321.24
2425,175482.69
2426,110031.02
2427,142529.51
2428,181879.52
2429,118939.0
2430,131631.58
2431,105308.0
2432,128169.27
2433,132511.75
2434,131375.5
2435,139934.5
2436,118706.58
2437,109434.96
2438,120015.45
2439,109904.5
2440,115735.3
2441,105571.4
2442,108216.53
2443,118250.8
2444,122586.58
2445,104080.89
2446,122964.79
2447,194956.0
2448,158822.34
2449,106671.79
2450,139449.34
2451,128794.5
2452,253897.24
2453,116502.9
2454,145331.06
2455,117059.1
2456,131837.92
2457,118012.34
2458,113964.5
2459,107450.0
2460,132138.5
2461,122853.58
2462,148618.18
2463,115617.34
2464,176652.79
2465,121859.8
2466,113201.5
2467,148064.89
2468,102927.06
2469,95901.5
2470,190268.02
2471,224409.86
2472,172178.2
2473,112701.58
2474,107657.21
2475,258376.89
2476,117593.75
2477,125092.5
2478,155067.96
2479,103552.18
2480,138941.59
2481,118915.5
2482,126028.2
2483,119916.0
2484,118463.0
2485,120130.91
2486,138331.74
2487,177759.6
2488,151565.2
2489,147739.5
2490,143748.25
2491,102720.72
2492,187470.0
2493,146204.32
2494,159727.2
2495,121019.3
2496,229461.22
2497,148466.3
2498,114200.33
2499,116348.6
2500,129553.97
2501,126229.75
2502,153548.27
2503,107340.94
2504,196581.62
2505,237421.98
2506,268803.08
2507,306715.22
2508,274542.49
2509,232036.78
2510,243708.92
2511,193590.31
2512,223988.18
2513,205358.78
2514,288218.57
2515,132750.12
2516,154598.32
2517,134217.25
2518,126092.28
2519,229116.58
2520,209550.0
2521,198481.85
2522,220695.58
2523,125332.0
2524,134632.72
2525,137171.8
2526,124483.5
2527,112251.0
2528,125477.5
2529,124206.93
2530,124120.0
2531,234830.86
2532,228099.02
2533,204235.0
2534,256758.86
2535,333183.41
2536,244069.99
2537,235616.35
2538,180390.53
2539,185330.02
2540,176516.39
2541,179564.52
2542,158701.65
2543,125231.47
2544,119770.2
2545,129636.37
2546,143741.25
2547,138402.45
2548,158010.99
2549,150882.64
2550,329095.05
2551,138034.52
2552,126810.56
2553,90498.77
2554,124088.04
2555,115726.0
2556,98388.89
2557,110807.32
2558,152974.5
2559,122523.0
2560,128286.25
2561,140392.95
2562,141497.33
2563,151969.46
2564,174839.42
2565,137640.34
2566,151331.61
2567,113206.62
2568,181708.0
2569,187497.9
2570,107921.1
2571,174425.17
2572,179324.13
2573,250180.06
2574,317644.49
2575,118123.54
2576,136341.0
2577,147478.14
2578,98850.5
2579,70827.1
2580,134094.41
2581,119725.63
2582,115161.26
2583,259651.85
2584,165364.61
2585,171924.72
2586,195310.41
2587,200499.78
2588,149091.52
2589,142022.02
2590,217792.63
2591,237119.84
2592,236965.18
2593,252903.07
2594,177969.56
2595,217326.61
2596,308926.03
2597,186142.96
2598,273703.54
2599,345206.12
2600,169179.43
2601,141192.33
2602,83328.0
2603,84227.0
2604,84195.0
2605,85167.11
2606,134614.23
2607,169659.3
2608,203350.8
2609,161807.31
2610,123591.0
2611,156550.5
2612,139341.62
2613,128100.5
2614,123190.32
2615,141170.75
2616,138361.5
2617,155615.14
2618,174465.1
2619,230172.22
2620,185938.22
2621,187323.97
2622,194127.62
2623,279263.83
2624,277160.29
2625,314480.93
2626,164176.44
2627,185711.47
2628,416337.06
2629,589001.34
2630,352061.51
2631,457096.68
2632,407639.97
2633,330735.91
2634,380411.84
2635,143266.75
2636,188396.98
2637,148525.12
2638,267371.34
2639,178818.65
2640,143488.5
2641,103906.0
2642,186110.9
2643,108463.11
2644,122233.0
2645,96490.0
2646,90594.0
2647,97018.0
2648,133219.6
2649,145897.27
2650,152910.84
2651,154093.5
2652,435854.34
2653,266499.03
2654,241023.65
2655,342443.69
2656,339906.33
2657,347395.19
2658,294047.99
2659,297772.15
2660,309114.33
2661,331924.25
2662,341167.77
2663,266473.73
2664,291262.93
2665,301791.63
2666,298468.84
2667,170455.89
2668,179168.37
2669,175176.79
2670,292493.97
2671,180647.6
2672,179669.54
2673,210220.37
2674,217430.2
2675,162632.42
2676,188423.9
2677,187611.7
2678,276772.34
2679,246927.95
2680,252608.67
2681,415050.7
2682,310576.46
2683,557756.53
2684,289990.75
2685,344271.24
2686,264333.59
2687,273461.63
2688,248579.72
2689,215202.51
2690,447426.17
2691,189728.5
2692,139897.32
2693,194056.8
2694,142640.11
2695,199014.19
2696,192470.6
2697,200653.25
2698,196175.5
2699,171599.27
2700,163110.37
2701,148395.2
2702,111627.5
2703,147920.8
2704,136000.96
2705,123191.0
2706,122462.66
2707,121392.5
2708,129918.5
2709,118266.74
2710,122441.18
2711,270040.6
2712,335055.75
2713,160166.82
2714,148761.29
2715,171550.26
2716,155357.71
2717,196787.13
2718,241335.67
2719,143912.27
2720,161202.5
2721,126921.5
2722,153086.29
2723,140757.1
2724,124892.0
2725,129714.0
2726,131579.25
2727,173646.0
2728,171384.0
2729,148430.73
2730,134392.25
2731,113826.0
2732,121847.61
2733,158269.92
2734,155323.32
2735,119016.5
2736,155275.43
2737,118283.58
2738,131928.0
2739,155433.74
2740,137294.5
2741,131039.5
2742,147949.25
2743,140850.25
2744,141551.5
2745,136777.77
2746,127854.86
2747,154662.5
2748,124793.75
2749,124492.0
2750,126197.9
2751,127252.5
2752,257946.36
2753,140650.5
2754,187679.07
2755,123489.5
2756,83763.22
2757,70024.77
2758,73837.11
2759,149497.82
2760,136602.25
2761,144721.0
2762,148077.5
2763,189670.2
2764,175962.44
2765,277884.05
2766,137809.8
2767,93629.0
2768,129448.59
2769,114398.09
2770,149687.5
2771,119197.5
2772,124571.59
2773,141510.25
2774,130969.87
2775,140068.08
2776,136853.29
2777,146150.27
2778,133916.9
2779,118341.76
2780,106727.48
2781,101851.2
2782,102979.0
2783,97275.02
2784,122751.5
2785,135398.33
2786,58143.88
2787,123294.25
2788,72907.22
2789,216093.01
2790,103301.57
2791,115919.95
2792,84014.93
2793,181118.0
2794,98580.86
2795,121642.2
2796,101998.68
2797,205256.96
2798,126426.99
2799,124581.49
2800,93592.04
2801,109576.21
2802,141012.96
2803,153355.86
2804,155960.5
2805,115530.71
2806,90047.3
2807,160205.92
2808,135185.25
2809,131860.5
2810,128549.5
2811,162800.0
2812,139862.2
2813,148883.64
2814,147207.49
2815,112206.66
2816,264065.33
2817,137623.91
2818,127029.0
2819,160690.95
2820,130360.75
2821,121158.83
2822,208484.9
2823,250111.7
2824,172973.5
2825,174684.5
2826,129743.02
2827,146588.42
2828,207257.1
2829,177697.47
2830,222839.02
2831,188948.92
2832,208365.76
2833,256932.68
2834,211907.49
2835,230202.26
2836,184016.88
2837,160247.82
2838,131200.25
2839,187750.17
2840,188824.68
2841,202181.25
2842,206102.42
2843,156361.0
2844,165402.82
2845,122426.5
2846,214913.28
2847,194828.3
2848,225461.35
2849,216225.03
2850,252576.21
2851,247597.9
2852,216963.16
2853,243928.06
2854,138785.12
2855,188833.22
2856,214519.41
2857,184701.38
2858,188444.99
2859,131080.27
2860,133638.6
2861,121205.36
2862,186850.33
2863,135252.52
2864,262668.98
2865,138723.0
2866,139985.3
2867,86209.11
2868,104013.0
2869,123806.06
2870,151417.88
2871,118294.0
2872,54434.87
2873,119011.98
2874,127471.79
2875,122423.5
2876,158606.62
2877,140444.0
2878,160179.02
2879,142176.0
2880,110162.5
2881,161798.27
2882,152593.64
2883,165061.05
2884,178477.67
2885,191886.2
2886,190639.74
2887,114037.55
2888,116422.83
2889,69271.33
2890,73873.11
2891,142040.84
2892,77673.33
2893,129576.85
2894,62501.55
2895,242938.32
2896,260811.59
2897,203377.8
2898,146737.44
2899,245316.15
2900,155471.0
2901,187190.32
2902,179311.4
2903,320292.43
2904,319258.66
2905,143690.0
2906,192144.38
2907,120856.43
2908,129895.0
2909,144045.05
2910,81349.5
2911,82943.0
2912,145098.07
2913,87404.5
2914,84040.0
2915,86358.0
2916,82891.0
2917,143622.17
2918,124829.86
2919,230051.18
